Year,Month,Day,Tmin,Tmax
2020,1,25,0.2,7.33
2020,1,26,0.56,7.71
2020,1,27,0.43,7.6
2020,1,28,0.83,8.02
2020,1,29,0.82,8.04
2020,1,30,0.47,7.71
2020,1,31,0.72,7.98
2020,2,1,1.21,8.49
2020,2,2,1.05,8.36
2020,2,3,0.49,7.82
2020,2,4,1.28,8.63
2020,2,5,0.75,8.12
2020,2,6,1.7,9.09
2020,2,7,1.64,9.05
2020,2,8,1.46,8.9
2020,2,9,1.5,8.95
2020,2,10,1.45,8.93
2020,2,11,1.85,9.34
2020,2,12,1.57,9.08
2020,2,13,1.87,9.4
2020,2,14,2.18,9.73
2020,2,15,1.77,9.34
2020,2,16,1.85,9.43
2020,2,17,1.74,9.34
2020,2,18,1.88,9.5
2020,2,19,1.71,9.35
2020,2,20,2.71,10.36
2020,2,21,3.19,10.86
2020,2,22,3.16,10.85
2020,2,23,2.2,9.9
2020,2,24,3.13,10.84
2020,2,25,3.48,11.21
2020,2,26,2.93,10.67
2020,2,27,3.23,10.99
2020,2,28,2.61,10.38
2020,2,29,3.52,11.3
2020,3,1,3.17,10.97
2020,3,2,3.72,11.54
2020,3,3,3.22,11.05
2020,3,4,4.08,11.91
2020,3,5,4.36,12.21
2020,3,6,3.85,11.71
2020,3,7,3.85,11.72
2020,3,8,3.61,11.5
2020,3,9,4.4,12.29
2020,3,10,4.41,12.31
2020,3,11,4.2,12.11
2020,3,12,5.02,12.94
2020,3,13,4.84,12.76
2020,3,14,4.74,12.68
2020,3,15,5.05,13.0
2020,3,16,5.75,13.7
2020,3,17,5.72,13.67
2020,3,18,5.59,13.55
2020,3,19,5.98,13.95
2020,3,20,5.49,13.46
2020,3,21,6.04,14.02
2020,3,22,6.21,14.19
2020,3,23,6.13,14.12
2020,3,24,6.58,14.57
2020,3,25,6.29,14.28
2020,3,26,6.87,14.87
2020,3,27,7.02,15.02
2020,3,28,5.94,13.94
2020,3,29,7.51,15.51
2020,3,30,6.17,14.17
2020,3,31,7.15,15.15
2020,4,1,7.86,15.86
2020,4,2,7.53,15.53
2020,4,3,7.26,15.26
2020,4,4,7.52,15.52
2020,4,5,8.4,16.4
2020,4,6,7.5,15.5
2020,4,7,8.71,16.7
2020,4,8,8.43,16.41
2020,4,9,8.16,16.14
2020,4,10,8.51,16.49
2020,4,11,8.49,16.46
2020,4,12,9.28,17.25
2020,4,13,9.37,17.33
2020,4,14,8.64,16.6
2020,4,15,9.23,17.19
2020,4,16,9.21,17.15
2020,4,17,10.09,18.03
2020,4,18,9.3,17.23
2020,4,19,10.46,18.38
2020,4,20,10.02,17.93
2020,4,21,9.75,17.65
2020,4,22,10.05,17.94
2020,4,23,10.13,18.02
2020,4,24,10.09,17.97
2020,4,25,10.69,18.56
2020,4,26,10.35,18.21
2020,4,27,10.14,17.99
2020,4,28,10.9,18.73
2020,4,29,10.52,18.34
2020,4,30,11.01,18.82
2020,5,1,11.07,18.87
2020,5,2,11.2,18.99
2020,5,3,12.33,20.09
2020,5,4,11.76,19.52
2020,5,5,11.94,19.68
2020,5,6,11.35,19.07
2020,5,7,11.85,19.56
2020,5,8,12.27,19.96
2020,5,9,11.94,19.62
2020,5,10,12.73,20.39
2020,5,11,12.09,19.74
2020,5,12,12.52,20.15
2020,5,13,12.52,20.13
2020,5,14,12.88,20.48
2020,5,15,12.7,20.28
2020,5,16,12.93,20.49
2020,5,17,13.04,20.58
2020,5,18,12.96,20.48
2020,5,19,13.48,20.99
2020,5,20,13.49,20.97
2020,5,21,13.46,20.93
2020,5,22,13.43,20.88
2020,5,23,13.95,21.38
2020,5,24,13.67,21.08
2020,5,25,13.73,21.12
2020,5,26,13.96,21.32
2020,5,27,14.6,21.94
2020,5,28,13.61,20.93
2020,5,29,14.43,21.72
2020,5,30,13.57,20.85
2020,5,31,14.38,21.63
2020,6,1,14.93,22.16
2020,6,2,14.61,21.82
2020,6,3,14.57,21.75
2020,6,4,14.38,21.54
2020,6,5,14.65,21.79
2020,6,6,14.61,21.72
2020,6,7,14.48,21.57
2020,6,8,14.71,21.78
2020,6,9,14.93,21.98
2020,6,10,14.65,21.67
2020,6,11,14.68,21.68
2020,6,12,14.54,21.51
2020,6,13,15.19,22.14
2020,6,14,15.29,22.22
2020,6,15,15.22,22.12
2020,6,16,15.52,22.39
2020,6,17,15.25,22.1
2020,6,18,15.39,22.21
2020,6,19,15.39,22.19
2020,6,20,15.28,22.05
2020,6,21,15.15,21.9
2020,6,22,16.14,22.86
2020,6,23,15.23,21.93
2020,6,24,15.18,21.85
2020,6,25,15.58,22.22
2020,6,26,15.53,22.15
2020,6,27,14.97,21.56
2020,6,28,15.86,22.43
2020,6,29,15.44,21.99
2020,6,30,15.1,21.61
2020,7,1,15.9,22.4
2020,7,2,15.71,22.17
2020,7,3,15.05,21.49
2020,7,4,16.11,22.52
2020,7,5,15.71,22.1
2020,7,6,15.47,21.83
2020,7,7,16.02,22.36
2020,7,8,15.51,21.82
2020,7,9,15.43,21.72
2020,7,10,15.19,21.45
2020,7,11,15.61,21.84
2020,7,12,15.55,21.76
2020,7,13,15.37,21.55
2020,7,14,15.06,21.22
2020,7,15,15.35,21.49
2020,7,16,15.25,21.36
2020,7,17,14.78,20.86
2020,7,18,14.7,20.75
2020,7,19,15.37,21.41
2020,7,20,14.22,20.23
2020,7,21,15.17,21.15
2020,7,22,14.88,20.84
2020,7,23,15.46,21.4
2020,7,24,14.78,20.7
2020,7,25,15.14,21.03
2020,7,26,14.72,20.58
2020,7,27,14.84,20.68
2020,7,28,15.0,20.82
2020,7,29,14.52,20.32
2020,7,30,14.97,20.75
2020,7,31,14.21,19.97
2020,8,1,14.6,20.33
2020,8,2,14.75,20.46
2020,8,3,14.59,20.28
2020,8,4,14.96,20.63
2020,8,5,13.95,19.59
2020,8,6,13.66,19.28
2020,8,7,13.72,19.32
2020,8,8,14.22,19.8
2020,8,9,14.08,19.64
2020,8,10,13.86,19.4
2020,8,11,13.35,18.87
2020,8,12,13.92,19.43
2020,8,13,13.14,18.62
2020,8,14,13.88,19.35
2020,8,15,14.39,19.83
2020,8,16,13.42,18.85
2020,8,17,13.4,18.81
2020,8,18,12.93,18.32
2020,8,19,12.37,17.75
2020,8,20,12.7,18.05
2020,8,21,12.42,17.76
2020,8,22,12.2,17.52
2020,8,23,13.2,18.51
2020,8,24,12.59,17.88
2020,8,25,12.52,17.8
2020,8,26,12.17,17.44
2020,8,27,12.11,17.36
2020,8,28,12.4,17.63
2020,8,29,11.94,17.16
2020,8,30,12.02,17.23
2020,8,31,11.65,16.85
2020,9,1,11.48,16.67
2020,9,2,10.99,16.16
2020,9,3,10.68,15.83
2020,9,4,11.16,16.3
2020,9,5,11.15,16.28
2020,9,6,10.56,15.68
2020,9,7,10.87,15.99
2020,9,8,10.78,15.89
2020,9,9,9.88,14.98
2020,9,10,10.19,15.28
2020,9,11,10.53,15.61
2020,9,12,10.39,15.47
2020,9,13,9.73,14.79
2020,9,14,10.06,15.12
2020,9,15,10.23,15.28
2020,9,16,10.02,15.06
2020,9,17,9.58,14.62
2020,9,18,9.32,14.35
2020,9,19,9.13,14.16
2020,9,20,9.38,14.41
2020,9,21,9.16,14.17
2020,9,22,9.18,14.19
2020,9,23,8.87,13.88
2020,9,24,8.98,13.98
2020,9,25,8.59,13.59
2020,9,26,8.7,13.7
2020,9,27,8.59,13.59
2020,9,28,7.87,12.87
2020,9,29,7.38,12.38
2020,9,30,8.42,13.42
2020,10,1,7.84,12.84
2020,10,2,7.01,12.01
2020,10,3,7.23,12.23
2020,10,4,7.61,12.62
2020,10,5,7.11,12.12
2020,10,6,6.89,11.9
2020,10,7,7.43,12.44
2020,10,8,6.44,11.45
2020,10,9,6.39,11.41
2020,10,10,6.61,11.63
2020,10,11,6.54,11.57
2020,10,12,6.44,11.48
2020,10,13,6.46,11.49
2020,10,14,6.08,11.12
2020,10,15,6.05,11.1
2020,10,16,5.65,10.71
2020,10,17,5.63,10.7
2020,10,18,5.52,10.59
2020,10,19,5.43,10.51
2020,10,20,5.5,10.58
2020,10,21,5.29,10.39
2020,10,22,4.99,10.09
2020,10,23,4.56,9.68
2020,10,24,4.74,9.87
2020,10,25,4.58,9.72
2020,10,26,4.54,9.69
2020,10,27,5.12,10.28
2020,10,28,4.04,9.21
2020,10,29,4.25,9.44
2020,10,30,4.36,9.55
2020,10,31,3.9,9.11
2020,11,1,4.57,9.79
2020,11,2,3.5,8.74
2020,11,3,3.63,8.88
2020,11,4,3.12,8.39
2020,11,5,3.17,8.45
2020,11,6,3.27,8.56
2020,11,7,3.36,8.67
2020,11,8,3.07,8.4
2020,11,9,3.29,8.63
2020,11,10,2.71,8.07
2020,11,11,2.53,7.9
2020,11,12,3.48,8.88
2020,11,13,2.57,7.99
2020,11,14,2.09,7.51
2020,11,15,2.0,7.44
2020,11,16,1.81,7.28
2020,11,17,2.37,7.86
2020,11,18,1.83,7.33
2020,11,19,1.91,7.43
2020,11,20,1.75,7.29
2020,11,21,1.94,7.5
2020,11,22,1.3,6.88
2020,11,23,1.13,6.74
2020,11,24,1.51,7.13
2020,11,25,1.56,7.2
2020,11,26,1.38,7.05
2020,11,27,0.91,6.6
2020,11,28,1.35,7.06
2020,11,29,0.78,6.51
2020,11,30,0.79,6.54
2020,12,1,0.57,6.35
2020,12,2,1.29,7.09
2020,12,3,0.99,6.81
2020,12,4,0.91,6.76
2020,12,5,1.08,6.95
2020,12,6,1.57,7.46
2020,12,7,-0.07,5.84
2020,12,8,0.21,6.15
2020,12,9,0.2,6.16
2020,12,10,0.07,6.06
2020,12,11,-0.06,5.95
2020,12,12,0.17,6.2
2020,12,13,-0.2,5.86
2020,12,14,0.3,6.39
2020,12,15,0.16,6.27
2020,12,16,0.27,6.41
2020,12,17,0.25,6.41
2020,12,18,0.25,6.43
2020,12,19,-0.13,6.09
2020,12,20,0.72,6.96
2020,12,21,0.03,6.29
2020,12,22,-0.73,5.56
2020,12,23,-0.45,5.87
2020,12,24,-0.73,5.61
2020,12,25,-0.13,6.24
2020,12,26,-0.19,6.2
2020,12,27,-0.33,6.09
2020,12,28,0.53,6.97
2020,12,29,0.01,6.48
2020,12,30,0.07,6.56
2020,12,31,-0.52,6.0
2021,1,1,-0.46,6.07
2021,1,2,-0.1,6.45
2021,1,3,-0.05,6.53
2021,1,4,-0.76,5.85
2021,1,5,-0.16,6.47
2021,1,6,-0.09,6.57
2021,1,7,-0.15,6.53
2021,1,8,-0.35,6.35
2021,1,9,-0.24,6.49
2021,1,10,-0.09,6.66
2021,1,11,0.02,6.8
2021,1,12,0.22,7.03
2021,1,13,0.41,7.25
2021,1,14,-0.04,6.82
2021,1,15,-0.07,6.81
2021,1,16,0.28,7.18
2021,1,17,0.37,7.3
2021,1,18,0.04,7.0
2021,1,19,0.51,7.49
2021,1,20,0.61,7.62
2021,1,21,0.77,7.8
2021,1,22,0.98,8.03
2021,1,23,0.1,7.18
2021,1,24,0.46,7.56
2021,1,25,0.51,7.64
2021,1,26,0.53,7.67
2021,1,27,0.39,7.56
2021,1,28,0.15,7.35
2021,1,29,0.77,7.98
2021,1,30,0.53,7.77
2021,1,31,0.89,8.15
2021,2,1,0.65,7.93
2021,2,2,0.61,7.91
2021,2,3,1.14,8.47
2021,2,4,1.19,8.54
2021,2,5,1.41,8.78
2021,2,6,2.05,9.44
2021,2,7,1.46,8.87
2021,2,8,1.61,9.04
2021,2,9,1.15,8.6
2021,2,10,1.16,8.63
2021,2,11,2.25,9.74
2021,2,12,1.46,8.97
2021,2,13,1.5,9.03
2021,2,14,1.94,9.49
2021,2,15,2.02,9.59
2021,2,16,1.83,9.41
2021,2,17,2.13,9.73
2021,2,18,2.77,10.39
2021,2,19,2.15,9.79
2021,2,20,2.05,9.7
2021,2,21,2.97,10.64
2021,2,22,2.91,10.6
2021,2,23,2.63,10.33
2021,2,24,2.4,10.11
2021,2,25,2.8,10.53
2021,2,26,3.15,10.9
2021,2,27,3.69,11.45
2021,2,28,3.03,10.8
2021,3,1,3.47,11.26
2021,3,2,3.85,11.65
2021,3,3,2.9,10.71
2021,3,4,4.21,12.04
2021,3,5,3.55,11.39
2021,3,6,4.2,12.05
2021,3,7,4.29,12.15
2021,3,8,4.71,12.58
2021,3,9,4.64,12.52
2021,3,10,3.74,11.63
2021,3,11,4.42,12.32
2021,3,12,4.87,12.78
2021,3,13,4.88,12.8
2021,3,14,5.24,13.17
2021,3,15,5.48,13.41
2021,3,16,5.54,13.48
2021,3,17,5.38,13.33
2021,3,18,4.94,12.89
2021,3,19,5.56,13.52
2021,3,20,5.99,13.96
2021,3,21,5.6,13.57
2021,3,22,6.33,14.31
2021,3,23,6.56,14.54
2021,3,24,6.42,14.4
2021,3,25,5.44,13.42
2021,3,26,6.19,14.19
2021,3,27,7.44,15.43
2021,3,28,6.72,14.71
2021,3,29,6.35,14.35
2021,3,30,7.61,15.61
2021,3,31,7.32,15.32
2021,4,1,7.83,15.83
2021,4,2,7.68,15.68
2021,4,3,7.88,15.88
2021,4,4,7.98,15.98
2021,4,5,8.23,16.23
2021,4,6,8.92,16.91
2021,4,7,8.6,16.59
2021,4,8,7.84,15.83
2021,4,9,8.68,16.67
2021,4,10,9.06,17.04
2021,4,11,9.21,17.19
2021,4,12,8.78,16.75
2021,4,13,9.47,17.44
2021,4,14,9.52,17.48
2021,4,15,10.22,18.18
2021,4,16,9.19,17.15
2021,4,17,9.41,17.36
2021,4,18,9.61,17.55
2021,4,19,9.68,17.61
2021,4,20,9.67,17.59
2021,4,21,9.14,17.05
2021,4,22,10.08,17.99
2021,4,23,10.49,18.39
2021,4,24,10.32,18.2
2021,4,25,11.29,19.17
2021,4,26,10.74,18.61
2021,4,27,11.32,19.17
2021,4,28,11.08,18.92
2021,4,29,11.4,19.23
2021,4,30,11.33,19.15
2021,5,1,11.83,19.64
2021,5,2,11.49,19.29
2021,5,3,11.76,19.54
2021,5,4,11.83,19.6
2021,5,5,11.72,19.47
2021,5,6,12.08,19.82
2021,5,7,12.83,20.56
2021,5,8,12.07,19.78
2021,5,9,12.42,20.11
2021,5,10,12.82,20.5
2021,5,11,12.89,20.55
2021,5,12,12.6,20.25
2021,5,13,11.87,19.5
2021,5,14,12.98,20.6
2021,5,15,12.13,19.72
2021,5,16,13.52,21.1
2021,5,17,13.16,20.72
2021,5,18,13.55,21.09
2021,5,19,12.98,20.51
2021,5,20,12.85,20.35
2021,5,21,13.58,21.06
2021,5,22,13.56,21.03
2021,5,23,13.49,20.94
2021,5,24,13.78,21.21
2021,5,25,14.81,22.21
2021,5,26,14.21,21.6
2021,5,27,14.37,21.73
2021,5,28,14.38,21.72
2021,5,29,14.68,22.0
2021,5,30,14.17,21.47
2021,5,31,13.59,20.87
2021,6,1,14.32,21.57
2021,6,2,14.74,21.97
2021,6,3,14.18,21.39
2021,6,4,14.53,21.71
2021,6,5,14.41,21.57
2021,6,6,15.24,22.38
2021,6,7,15.04,22.15
2021,6,8,15.06,22.15
2021,6,9,15.11,22.18
2021,6,10,14.93,21.98
2021,6,11,15.06,22.09
2021,6,12,14.63,21.63
2021,6,13,14.33,21.3
2021,6,14,15.19,22.14
2021,6,15,15.29,22.22
2021,6,16,15.65,22.54
2021,6,17,15.81,22.68
2021,6,18,15.85,22.7
2021,6,19,14.98,21.81
2021,6,20,15.24,22.04
2021,6,21,15.56,22.33
2021,6,22,16.31,23.05
2021,6,23,15.96,22.69
2021,6,24,15.86,22.56
2021,6,25,15.35,22.02
2021,6,26,15.2,21.84
2021,6,27,15.8,22.42
2021,6,28,15.15,21.75
2021,6,29,15.47,22.03
2021,6,30,15.52,22.06
2021,7,1,16.12,22.64
2021,7,2,15.44,21.94
2021,7,3,14.72,21.18
2021,7,4,15.75,22.19
2021,7,5,15.32,21.74
2021,7,6,15.58,21.97
2021,7,7,15.53,21.89
2021,7,8,15.45,21.79
2021,7,9,15.81,22.12
2021,7,10,14.98,21.27
2021,7,11,15.32,21.58
2021,7,12,15.73,21.96
2021,7,13,15.25,21.46
2021,7,14,14.88,21.06
2021,7,15,15.65,21.81
2021,7,16,15.78,21.91
2021,7,17,15.34,21.45
2021,7,18,14.64,20.72
2021,7,19,15.54,21.6
2021,7,20,14.67,20.71
2021,7,21,15.32,21.33
2021,7,22,14.86,20.85
2021,7,23,14.72,20.68
2021,7,24,14.93,20.87
2021,7,25,14.97,20.89
2021,7,26,14.76,20.65
2021,7,27,15.14,21.01
2021,7,28,14.72,20.57
2021,7,29,15.17,20.99
2021,7,30,14.86,20.66
2021,7,31,14.46,20.23
2021,8,1,14.34,20.09
2021,8,2,14.0,19.73
2021,8,3,14.61,20.32
2021,8,4,14.32,20.0
2021,8,5,13.54,19.2
2021,8,6,14.11,19.75
2021,8,7,13.91,19.53
2021,8,8,14.7,20.3
2021,8,9,13.47,19.05
2021,8,10,13.48,19.04
2021,8,11,14.29,19.83
2021,8,12,14.3,19.82
2021,8,13,13.48,18.98
2021,8,14,13.43,18.91
2021,8,15,13.77,19.24
2021,8,16,12.65,18.1
2021,8,17,12.72,18.15
2021,8,18,13.18,18.59
2021,8,19,13.73,19.12
2021,8,20,12.93,18.31
2021,8,21,13.02,18.38
2021,8,22,13.28,18.62
2021,8,23,13.52,18.85
2021,8,24,12.48,17.79
2021,8,25,12.57,17.86
2021,8,26,13.11,18.38
2021,8,27,11.83,17.09
2021,8,28,12.61,17.86
2021,8,29,11.78,17.02
2021,8,30,12.06,17.28
2021,8,31,11.83,17.04
2021,9,1,11.46,16.66
2021,9,2,11.34,16.52
2021,9,3,11.66,16.83
2021,9,4,11.8,16.96
2021,9,5,11.28,16.43
2021,9,6,11.23,16.37
2021,9,7,11.29,16.41
2021,9,8,10.62,15.74
2021,9,9,11.1,16.21
2021,9,10,11.0,16.1
2021,9,11,11.5,16.59
2021,9,12,10.33,15.41
2021,9,13,10.18,15.25
2021,9,14,10.48,15.54
2021,9,15,10.37,15.43
2021,9,16,9.77,14.82
2021,9,17,9.68,14.73
2021,9,18,9.88,14.92
2021,9,19,9.27,14.31
2021,9,20,9.29,14.32
2021,9,21,9.33,14.35
2021,9,22,9.52,14.53
2021,9,23,8.82,13.84
2021,9,24,8.26,13.27
2021,9,25,8.1,13.11
2021,9,26,8.19,13.2
2021,9,27,8.04,13.04
2021,9,28,8.31,13.31
2021,9,29,7.82,12.82
2021,9,30,7.85,12.85
2021,10,1,7.69,12.69
2021,10,2,7.67,12.67
2021,10,3,8.16,13.16
2021,10,4,7.79,12.79
2021,10,5,7.43,12.43
2021,10,6,7.13,12.13
2021,10,7,7.0,12.01
2021,10,8,7.13,12.14
2021,10,9,7.09,12.1
2021,10,10,6.43,11.45
2021,10,11,6.63,11.65
2021,10,12,5.77,10.8
2021,10,13,6.42,11.46
2021,10,14,6.48,11.52
2021,10,15,5.99,11.03
2021,10,16,6.59,11.64
2021,10,17,5.51,10.57
2021,10,18,5.77,10.83
2021,10,19,5.55,10.62
2021,10,20,5.4,10.48
2021,10,21,5.26,10.35
2021,10,22,5.21,10.31
2021,10,23,5.35,10.45
2021,10,24,5.41,10.52
2021,10,25,4.8,9.92
2021,10,26,4.96,10.1
2021,10,27,4.3,9.45
2021,10,28,4.69,9.85
2021,10,29,4.04,9.21
2021,10,30,4.57,9.75
2021,10,31,4.84,10.03
2021,11,1,3.9,9.11
2021,11,2,3.06,8.28
2021,11,3,3.52,8.76
2021,11,4,4.03,9.28
2021,11,5,3.68,8.94
2021,11,6,3.46,8.74
2021,11,7,3.61,8.91
2021,11,8,3.32,8.63
2021,11,9,3.47,8.79
2021,11,10,3.25,8.6
2021,11,11,3.36,8.72
2021,11,12,2.85,8.22
2021,11,13,2.94,8.33
2021,11,14,2.41,7.82
2021,11,15,2.21,7.63
2021,11,16,2.92,8.36
2021,11,17,2.3,7.76
2021,11,18,2.41,7.89
2021,11,19,2.08,7.58
2021,11,20,1.74,7.26
2021,11,21,1.85,7.4
2021,11,22,2.27,7.83
2021,11,23,1.87,7.45
2021,11,24,0.99,6.6
2021,11,25,1.43,7.06
2021,11,26,2.05,7.7
2021,11,27,1.27,6.94
2021,11,28,0.64,6.33
2021,11,29,1.86,7.57
2021,11,30,1.36,7.09
2021,12,1,1.03,6.78
2021,12,2,0.85,6.63
2021,12,3,1.29,7.09
2021,12,4,0.66,6.48
2021,12,5,1.19,7.03
2021,12,6,0.91,6.78
2021,12,7,0.75,6.64
2021,12,8,0.66,6.57
2021,12,9,0.49,6.43
2021,12,10,0.86,6.83
2021,12,11,0.14,6.13
2021,12,12,-0.17,5.84
2021,12,13,0.56,6.6
2021,12,14,0.53,6.59
2021,12,15,0.43,6.52
2021,12,16,0.37,6.48
2021,12,17,0.07,6.21
2021,12,18,0.43,6.59
2021,12,19,0.1,6.29
2021,12,20,-0.09,6.13
2021,12,21,-0.05,6.18
2021,12,22,0.74,7.0
2021,12,23,-0.6,5.69
2021,12,24,0.16,6.47
2021,12,25,-0.62,5.71
2021,12,26,-0.09,6.27
2021,12,27,-0.22,6.17
2021,12,28,-0.81,5.6
2021,12,29,0.04,6.49
2021,12,30,-0.23,6.23
2021,12,31,-0.84,5.65
2022,1,1,0.26,6.79
2022,1,2,0.47,7.02
2022,1,3,0.49,7.07
2022,1,4,0.1,6.7
2022,1,5,-0.0,6.63
2022,1,6,0.45,7.11
2022,1,7,0.59,7.27
2022,1,8,0.41,7.12
2022,1,9,-0.3,6.43
2022,1,10,0.12,6.87
2022,1,11,0.22,7.0
2022,1,12,-0.54,6.26
2022,1,13,0.28,7.11
2022,1,14,0.94,7.79
2022,1,15,0.39,7.28
2022,1,16,0.72,7.63
2022,1,17,0.3,7.23
2022,1,18,0.25,7.2
2022,1,19,0.44,7.43
2022,1,20,0.07,7.07
2022,1,21,0.06,7.09
2022,1,22,0.88,7.94
2022,1,23,0.97,8.04
2022,1,24,0.19,7.29
2022,1,25,0.92,8.05
2022,1,26,0.61,7.76
2022,1,27,0.81,7.99
2022,1,28,0.91,8.11
2022,1,29,1.16,8.38
2022,1,30,0.9,8.14
2022,1,31,1.43,8.69
2022,2,1,1.11,8.4
2022,2,2,1.29,8.6
2022,2,3,0.85,8.18
2022,2,4,1.97,9.32
2022,2,5,1.45,8.82
2022,2,6,1.61,9.01
2022,2,7,0.88,8.29
2022,2,8,1.23,8.67
2022,2,9,2.04,9.49
2022,2,10,1.79,9.26
2022,2,11,1.1,8.59
2022,2,12,2.22,9.73
2022,2,13,1.76,9.29
2022,2,14,2.53,10.08
2022,2,15,2.1,9.67
2022,2,16,2.3,9.88
2022,2,17,2.73,10.33
2022,2,18,2.1,9.72
2022,2,19,2.17,9.8
2022,2,20,2.55,10.2
2022,2,21,3.01,10.68
2022,2,22,2.35,10.04
2022,2,23,2.34,10.04
2022,2,24,3.32,11.04
2022,2,25,2.93,10.66
2022,2,26,3.11,10.86
2022,2,27,2.71,10.47
2022,2,28,3.23,11.01
2022,3,1,3.58,11.37
2022,3,2,4.02,11.82
2022,3,3,3.54,11.36
2022,3,4,4.51,12.34
2022,3,5,3.81,11.64
2022,3,6,3.93,11.78
2022,3,7,4.82,12.68
2022,3,8,4.48,12.35
2022,3,9,4.34,12.22
2022,3,10,4.6,12.49
2022,3,11,5.25,13.15
2022,3,12,5.41,13.32
2022,3,13,4.74,12.66
2022,3,14,5.14,13.06
2022,3,15,5.31,13.25
2022,3,16,5.06,13.0
2022,3,17,5.52,13.47
2022,3,18,5.67,13.62
2022,3,19,6.2,14.16
2022,3,20,6.35,14.32
2022,3,21,5.94,13.91
2022,3,22,6.12,14.09
2022,3,23,6.55,14.54
2022,3,24,6.25,14.23
2022,3,25,6.79,14.78
2022,3,26,6.69,14.68
2022,3,27,6.52,14.51
2022,3,28,6.65,14.65
2022,3,29,7.63,15.63
2022,3,30,7.2,15.2
2022,3,31,7.97,15.97
2022,4,1,7.35,15.35
2022,4,2,7.76,15.76
2022,4,3,8.63,16.63
2022,4,4,7.56,15.56
2022,4,5,7.4,15.4
2022,4,6,8.65,16.65
2022,4,7,8.05,16.04
2022,4,8,8.46,16.45
2022,4,9,8.4,16.39
2022,4,10,8.83,16.82
2022,4,11,8.54,16.52
2022,4,12,8.94,16.92
2022,4,13,9.3,17.27
2022,4,14,8.92,16.88
2022,4,15,9.16,17.12
2022,4,16,9.41,17.37
2022,4,17,9.17,17.11
2022,4,18,9.65,17.59
2022,4,19,9.97,17.9
2022,4,20,9.92,17.84
2022,4,21,10.09,18.01
2022,4,22,10.31,18.21
2022,4,23,10.21,18.11
2022,4,24,10.81,18.7
2022,4,25,11.2,19.07
2022,4,26,10.66,18.52
2022,4,27,11.11,18.97
2022,4,28,10.98,18.83
2022,4,29,11.32,19.15
2022,4,30,11.86,19.68
2022,5,1,11.61,19.42
2022,5,2,10.93,18.73
2022,5,3,11.83,19.61
2022,5,4,12.22,19.99
2022,5,5,11.82,19.58
2022,5,6,12.36,20.1
2022,5,7,11.89,19.61
2022,5,8,11.72,19.43
2022,5,9,12.4,20.1
2022,5,10,11.85,19.53
2022,5,11,12.48,20.15
2022,5,12,13.12,20.77
2022,5,13,12.11,19.74
2022,5,14,12.44,20.05
2022,5,15,12.62,20.22
2022,5,16,13.06,20.64
2022,5,17,13.06,20.62
2022,5,18,13.77,21.31
2022,5,19,13.71,21.24
2022,5,20,13.65,21.15
2022,5,21,13.62,21.1
2022,5,22,13.79,21.26
2022,5,23,13.44,20.89
2022,5,24,14.13,21.56
2022,5,25,13.53,20.93
2022,5,26,14.29,21.68
2022,5,27,14.5,21.86
2022,5,28,14.24,21.58
2022,5,29,14.18,21.5
2022,5,30,14.46,21.76
2022,5,31,13.39,20.67
2022,6,1,14.57,21.82
2022,6,2,14.49,21.73
2022,6,3,14.58,21.79
2022,6,4,14.92,22.1
2022,6,5,14.71,21.87
2022,6,6,14.4,21.54
2022,6,7,14.81,21.92
2022,6,8,14.94,22.03
2022,6,9,15.01,22.08
2022,6,10,15.08,22.13
2022,6,11,15.44,22.46
2022,6,12,14.75,21.74
2022,6,13,15.23,22.21
2022,6,14,15.67,22.62
2022,6,15,14.65,21.58
2022,6,16,15.37,22.26
2022,6,17,15.14,22.01
2022,6,18,15.25,22.1
2022,6,19,15.09,21.92
2022,6,20,15.38,22.18
2022,6,21,16.12,22.89
2022,6,22,15.06,21.81
2022,6,23,15.12,21.84
2022,6,24,15.09,21.79
2022,6,25,16.17,22.84
2022,6,26,15.43,22.07
2022,6,27,15.59,22.21
2022,6,28,15.48,22.07
2022,6,29,15.3,21.87
2022,6,30,15.56,22.1
2022,7,1,16.5,23.02
2022,7,2,16.14,22.63
2022,7,3,15.35,21.82
2022,7,4,15.88,22.32
2022,7,5,15.36,21.77
2022,7,6,15.02,21.41
2022,7,7,15.99,22.35
2022,7,8,16.03,22.37
2022,7,9,15.98,22.29
2022,7,10,15.44,21.72
2022,7,11,15.53,21.79
2022,7,12,15.83,22.06
2022,7,13,15.68,21.89
2022,7,14,15.38,21.57
2022,7,15,14.93,21.09
2022,7,16,15.51,21.64
2022,7,17,15.82,21.92
2022,7,18,14.99,21.07
2022,7,19,15.59,21.65
2022,7,20,15.45,21.48
2022,7,21,15.56,21.57
2022,7,22,15.56,21.54
2022,7,23,14.97,20.93
2022,7,24,14.6,20.54
2022,7,25,14.93,20.84
2022,7,26,15.38,21.27
2022,7,27,14.82,20.69
2022,7,28,14.72,20.56
2022,7,29,14.27,20.09
2022,7,30,15.46,21.25
2022,7,31,15.07,20.85
2022,8,1,14.99,20.74
2022,8,2,15.0,20.72
2022,8,3,14.79,20.5
2022,8,4,14.44,20.12
2022,8,5,14.39,20.06
2022,8,6,14.23,19.87
2022,8,7,15.23,20.85
2022,8,8,14.42,20.02
2022,8,9,13.99,19.57
2022,8,10,14.23,19.79
